Edad;SEXO;ALERTASROJAS;ALERTASNARANJAS;ALERTASACADEMICAS;ALERTASMANUALES;CAL.PSICOSOCIAL;CAL.FAMILIAR;CAL.SOCIECONOMICO;CAL.ACADEMICO;CRÉDITOS REPROBADOS;CRÉDITOS APROBADOS;CRÉDITOS CANCELADOS;CREDITOS INTENTADOS;PROMEDIO GLOBAL;ULTIMO ESTADO ACADÉMICO;APOYOS ECONÓMICO EN MATRICULA;APOYO INSTITUCIONAL;DESERSIÓN
19;F;1;3;0;0;0;0;0;0;0;52;0;52;3,896153846;Estado académico normal;SI;NO;NO
17;M;1;13;0;0;2,06;7,69;3,95;10,61;1;23;0;24;3,775833333;Estado académico normal;SI;SI;NO
18;F;1;7;0;0;1,03;5,13;3,95;4,55;0;11;6;17;3,945454545;Estado académico normal;SI;SI;NO
19;M;0;5;0;0;7,22;12,82;17,11;0;3;10;3;16;3,843846154;Estado académico normal;NO;SI;NO
19;F;0;4;0;0;1,03;2,56;1,32;1,52;3;49;0;52;3,797884615;Estado académico normal;SI;NO;NO
18;M;0;11;0;0;3,09;7,69;3,95;3,03;5;26;9;40;3,107096774;Estado académico normal;SI;NO;NO
18;F;0;7;0;0;0;0;7,89;1,52;0;11;6;17;4,543636364;Estado académico normal;NO;SI;NO
19;M;0;1;0;0;0;0;0;0;0;68;2;70;3,619117647;Estado académico normal;SI;SI;NO
19;M;0;10;0;0;3,09;0;2,63;7,58;3;52;0;55;3,742727273;Estado académico normal;NO;NO;NO
18;F;0;22;0;0;6,19;7,69;7,89;10,61;6;24;11;41;3,322333333;Estado académico normal;NO;NO;NO
19;M;0;15;0;0;3,09;2,56;5,26;10,61;0;21;12;33;3,343333333;Estado académico normal;NO;NO;NO
19;F;0;5;0;0;0;0;3,95;3,03;3;46;0;49;3,946938776;Estado académico normal;SI;NO;NO
17;M;0;12;0;0;2,06;2,56;6,58;6,06;0;11;6;17;3,88;Estado académico normal;SI;SI;NO
18;M;0;9;0;0;3,09;0;3,95;4,55;0;19;0;19;4,417368421;Estado académico normal;SI;SI;NO
18;M;0;13;0;0;3,09;7,69;7,89;1,52;0;17;0;17;4,027058824;Estado académico normal;NO;SI;NO
26;M;20;20;0;0;17,53;28,21;28,95;15,15;33;110;39;182;3,519300699;Advertencia académica;SI;SI;NO
26;M;17;24;0;0;17,53;33,33;15,79;24,24;2;6;47;55;3,00625;Advertencia académica;SI;NO;NO
21;M;16;25;0;0;7,22;41,03;32,89;13,64;14;10;25;49;2,88;Advertencia académica;SI;SI;NO
20;M;15;16;0;0;11,34;20,51;23,68;9,09;0;85;18;103;4,061647059;Estado académico normal;SI;NO;NO
22;M;14;17;0;0;12,37;30,77;17,11;12,12;29;127;20;176;3,594102564;Estado académico normal;SI;SI;NO
20;M;13;20;0;0;18,56;17,95;17,11;12,12;6;51;3;60;3,400701754;Estado académico normal;SI;SI;NO
23;M;12;11;0;0;5,15;38,46;14,47;6,06;23;74;47;144;3,406185567;Advertencia académica;SI;NO;NO
20;M;12;32;0;0;21,65;17,95;15,79;24,24;0;63;1;64;4,020793651;Estado académico normal;SI;NO;NO
18;M;10;21;0;0;12,37;20,51;15,79;13,64;7;12;9;28;3,325263158;Advertencia académica;SI;SI;NO
21;F;10;24;0;0;6,19;17,95;22,37;21,21;7;133;16;156;3,988785714;Estado académico normal;SI;SI;SI
18;M;10;23;0;0;9,28;15,38;15,79;12,12;6;9;31;46;2,969333333;Estado académico normal;SI;SI;SI
18;M;10;17;0;0;18,56;12,82;7,89;12,12;0;14;10;24;3,867142857;Estado académico normal;NO;SI;NO
24;F;10;20;0;0;8,25;20,51;13,16;12,12;22;69;63;154;3,285824176;Primer reingreso;SI;SI;NO
21;M;9;18;0;0;7,22;17,95;17,11;13,64;4;132;12;148;3,966102941;Estado académico normal;SI;SI;NO
20;M;9;12;0;0;3,09;20,51;18,42;7,58;0;104;0;104;4,257019231;Estado académico normal;SI;SI;NO
18;M;9;15;0;0;9,28;10,26;19,74;7,58;9;31;6;46;3,407;Estado académico normal;SI;NO;NO
21;M;8;12;0;0;9,28;12,82;14,47;7,58;6;98;6;110;4,121730769;Estado académico normal;SI;SI;NO
17;M;8;20;0;0;16,49;12,82;7,89;13,64;5;19;3;27;3,25125;Estado académico normal;SI;SI;NO
22;M;8;19;0;0;7,22;15,38;18,42;12,12;20;116;22;158;3,558235294;Estado académico normal;SI;SI;NO
17;M;7;18;0;0;10,31;10,26;13,16;7,58;0;15;0;15;4,023333333;Estado académico normal;SI;SI;NO
18;M;7;13;0;0;5,15;12,82;14,47;9,09;0;54;0;54;4,465;Estado académico normal;SI;NO;NO
18;M;7;9;0;0;5,15;7,69;15,79;4,55;3;28;15;46;3,756451613;Estado académico normal;SI;NO;NO
19;M;6;11;0;0;2,06;12,82;13,16;9,09;3;24;3;30;3,815185185;Estado académico normal;SI;NO;NO
18;M;6;18;0;0;15,46;12,82;10,53;3,03;3;36;7;46;3,600769231;Estado académico normal;SI;SI;NO
20;M;6;18;0;0;10,31;10,26;11,84;10,61;2;12;12;26;3,31;Estado académico normal;SI;NO;NO
21;F;6;16;0;0;5,15;12,82;17,11;7,58;22;124;15;161;3,636917808;Estado académico normal;SI;NO;NO
22;M;6;16;0;0;4,12;15,38;15,79;10,61;45;120;20;185;3,32969697;Estado académico normal;SI;SI;NO
20;N;6;11;0;0;8,25;10,26;10,53;4,55;9;27;3;39;3,366944444;Estado académico normal;NO;NO;NO
23;M;6;16;0;0;10,31;10,26;6,58;13,64;18;5;9;32;1,809565217;Advertencia académica;NO;NO;NO
18;M;6;18;0;0;6,19;20,51;9,21;13,64;0;39;9;48;4,311538462;Estado académico normal;SI;NO;NO
18;M;6;14;0;0;9,28;17,95;6,58;7,58;9;14;8;31;2,903913043;Suspensión académica;NO;NO;SI
23;M;6;11;0;0;1,03;7,69;15,79;10,61;16;119;27;162;3,695259259;Estado académico normal;SI;SI;NO
17;F;6;12;0;0;12,37;7,69;3,95;9,09;0;15;0;15;3,866666667;Estado académico normal;NO;SI;NO
18;M;5;19;0;0;4,12;12,82;14,47;13,64;3;39;8;50;3,675714286;Estado académico normal;SI;NO;NO
19;M;5;16;0;0;4,12;12,82;14,47;6,06;3;11;27;41;3,497857143;Advertencia académica;SI;SI;NO
18;M;5;17;0;0;12,37;12,82;3,95;10,61;0;15;0;15;3,730666667;Estado académico normal;NO;SI;NO
17;M;5;13;0;0;3,09;20,51;11,84;4,55;0;12;3;15;3,870833333;Estado académico normal;SI;SI;NO
21;M;5;23;0;0;9,28;7,69;13,16;16,67;12;85;26;123;3,450103093;Estado académico normal;SI;SI;NO
39;M;5;12;0;0;3,09;10,26;13,16;7,58;0;19;3;22;3,703684211;Estado académico normal;SI;SI;NO
18;M;5;16;0;0;8,25;2,56;15,79;7,58;8;27;12;47;3,410571429;Estado académico normal;SI;NO;NO
18;M;5;16;0;0;6,19;12,82;14,47;6,06;0;47;3;50;4,177659574;Estado académico normal;SI;NO;NO
17;M;5;18;0;0;14,43;10,26;9,21;4,55;8;13;3;24;3,18047619;Advertencia académica;SI;NO;NO
19;F;5;13;0;0;6,19;12,82;11,84;4,55;4;80;0;84;3,933571429;Estado académico normal;SI;NO;NO
23;M;5;15;0;0;2,06;10,26;19,74;6,06;3;9;3;15;3,523333333;Estado académico normal;SI;NO;NO
19;M;5;17;0;0;4,12;10,26;14,47;12,12;15;49;12;76;3,29796875;Estado académico normal;SI;SI;NO
19;M;4;15;0;0;9,28;10,26;3,95;10,61;0;52;1;53;4,379615385;Estado académico normal;SI;NO;NO
17;M;4;9;0;0;5,15;7,69;10,53;1,52;0;15;0;15;4,572666667;Estado académico normal;SI;SI;NO
21;M;4;13;0;0;5,15;10,26;13,16;3,03;0;113;8;121;3,960265487;Estado académico normal;SI;SI;NO
18;M;4;16;0;0;12,37;2,56;2,63;13,64;4;11;9;24;3,083333333;Advertencia académica;NO;NO;SI
18;M;4;12;0;0;3,09;10,26;14,47;3,03;6;35;3;44;3,49;Estado académico normal;SI;SI;NO
20;M;4;15;0;0;2,06;15,38;5,26;16,67;4;5;6;15;2,471111111;Advertencia académica;SI;NO;SI
19;M;4;16;0;0;2,06;0;13,16;18,18;0;30;0;30;3,253;Estado académico normal;SI;SI;NO
18;M;4;15;0;0;8,25;2,56;13,16;6,06;5;40;1;46;3,656666667;Estado académico normal;SI;NO;NO
18;M;4;14;0;0;8,25;15,38;5,26;6,06;15;0;0;15;0,426;Advertencia académica;SI;SI;SI
22;M;3;19;0;0;7,22;7,69;10,53;10,61;0;2;12;14;3,16;Estado académico normal;NO;SI;NO
18;M;3;7;0;0;3,09;5,13;14,47;7,58;0;32;17;49;3,7853125;Estado académico normal;SI;NO;NO
18;M;3;14;0;0;2,06;12,82;11,84;6,06;0;14;35;49;3,843571429;Estado académico normal;SI;SI;NO
18;M;3;13;0;0;5,15;7,69;9,21;6,06;0;47;0;47;4,188723404;Estado académico normal;SI;SI;NO
20;M;3;8;0;0;1,03;0;10,53;7,58;0;62;0;62;4,039354839;Estado académico normal;NO;NO;NO
19;M;3;17;0;0;6,19;12,82;5,26;12,12;3;14;10;27;3,352352941;Advertencia académica;SI;NO;SI
22;M;3;9;0;0;4,12;5,13;9,21;3,03;21;125;22;168;3,808013699;Advertencia académica;SI;NO;NO
23;M;2;8;0;0;3,09;2,56;9,21;1,52;13;30;6;49;3,398837209;Advertencia académica;SI;SI;NO
19;M;2;3;0;0;2,06;7,69;14,47;1,52;17;5;3;25;1,918636364;Suspensión académica;NO;NO;SI
18;M;2;5;0;0;2,06;7,69;14,47;1,52;0;9;6;15;3,87;Estado académico normal;SI;NO;SI
17;M;2;4;0;0;1,03;0;2,63;7,58;1;22;1;24;3,829130435;Estado académico normal;SI;SI;NO
18;F;2;4;0;0;0;5,13;3,95;4,55;0;37;0;37;3,763513514;Estado académico normal;SI;SI;NO
18;F;2;4;0;0;2,06;7,69;0;4,55;0;12;11;23;3,991666667;Estado académico normal;SI;SI;NO
18;M;2;11;0;0;3,09;15,38;3,95;4,55;0;43;9;52;3,568372093;Estado académico normal;NO;NO;NO
17;M;2;13;0;0;3,09;7,69;6,58;9,09;0;15;0;15;3,745333333;Estado académico normal;SI;SI;NO
20;M;2;11;0;0;2,06;5,13;10,53;4,55;0;52;0;52;4,374423077;Estado académico normal;SI;NO;NO
19;M;1;5;0;0;2,06;2,56;2,63;3,03;0;22;6;28;3,444545455;Estado académico normal;SI;NO;NO
17;M;1;13;0;0;4,12;5,13;7,89;4,55;3;9;3;15;3,133333333;Estado académico normal;SI;NO;NO
19;M;1;11;0;0;2,06;15,38;5,26;1,52;0;30;0;30;3,997333333;Estado académico normal;NO;NO;NO
18;M;1;11;0;0;5,15;5,13;3,95;4,55;0;15;0;15;4,05;Estado académico normal;SI;SI;NO
17;M;1;6;0;0;2,06;2,56;0;7,58;0;3;0;3;3,783333333;Estado académico normal;SI;NO;NO
17;M;1;10;0;0;2,06;2,56;3,95;9,09;5;13;9;27;3,451666667;Estado académico normal;SI;SI;SI
27;F;1;11;0;0;1,03;5,13;7,89;6,06;0;66;2;68;4,116666667;Estado académico normal;SI;SI;NO
20;M;1;10;0;0;4,12;0;6,58;4,55;17;12;19;48;2,207931034;Primer reingreso;NO;NO;NO
18;M;1;9;0;0;1,03;5,13;7,89;3,03;6;25;14;45;3,233225806;Advertencia académica;SI;SI;NO
17;F;0;7;0;0;2,06;2,56;3,95;1,52;0;15;0;15;4,752666667;Estado académico normal;SI;SI;NO
18;M;0;10;0;0;3,09;5,13;5,26;1,52;0;49;3;52;3,832653061;Estado académico normal;SI;NO;NO
19;F;0;8;0;0;1,03;0;5,26;4,55;0;49;0;49;3,719387755;Estado académico normal;SI;NO;NO
19;M;17;21;0;0;12,37;38,46;19,74;19,7;4;10;30;44;2,79;Advertencia académica;SI;SI;NO
21;F;14;16;0;0;8,25;17,95;23,68;16,67;12;90;5;107;3,831666667;Estado académico normal;SI;SI;NO
29;F;12;16;0;0;7,22;12,82;23,68;15,15;3;111;48;162;3,912280702;Estado académico normal;SI;SI;NO
19;M;11;20;0;0;12,37;25,64;14,47;13,64;3;12;0;15;3,564;Estado académico normal;SI;SI;NO
20;M;11;23;0;0;13,4;17,95;17,11;18,18;10;0;20;30;0,96;Advertencia académica;SI;SI;NO
24;M;10;17;0;0;5,15;20,51;14,47;19,7;13;2;0;15;0,498666667;Advertencia académica;SI;NO;SI
19;M;9;12;0;0;5,15;28,21;14,47;4,55;2;60;17;79;3,724354839;Estado académico normal;SI;SI;NO
20;M;9;16;0;0;5,15;20,51;17,11;12,12;4;113;4;121;3,78991453;Estado académico normal;SI;SI;NO
18;F;8;17;0;0;11,34;10,26;14,47;10,61;17;10;15;42;2,756666667;Suspensión académica;SI;NO;SI
19;M;8;25;0;0;14,43;10,26;17,11;15,15;3;33;9;45;3,501388889;Estado académico normal;SI;SI;NO
20;F;7;22;0;0;8,25;15,38;15,79;15,15;0;116;0;116;4,483706897;Estado académico normal;SI;SI;NO
18;M;6;16;0;0;4,12;15,38;11,84;13,64;3;41;3;47;3,717272727;Estado académico normal;SI;NO;NO
21;F;6;15;0;0;2,06;23,08;17,11;4,55;12;138;3;153;3,8062;Estado académico normal;SI;SI;NO
25;F;5;15;0;0;5,15;7,69;14,47;9,09;50;103;38;191;3,184444444;Estado académico normal;SI;NO;SI
22;F;5;18;0;0;4,12;17,95;11,84;12,12;0;127;0;127;4,343464567;Estado académico normal;SI;SI;NO
21;M;3;13;0;0;3,09;12,82;13,16;1,52;0;140;5;145;4,416357143;Estado académico normal;SI;SI;NO
19;M;3;16;0;0;4,12;5,13;10,53;12,12;14;20;15;49;2,865294118;Primer reingreso;SI;NO;NO
17;M;3;9;0;0;2,06;0;7,89;10,61;6;9;0;15;2,929333333;Advertencia académica;NO;SI;NO
19;M;2;11;0;0;4,12;5,13;7,89;4,55;8;24;12;44;3,275;Advertencia académica;SI;NO;NO
19;M;1;6;0;0;2,06;7,69;14,47;1,52;3;27;0;30;3,456;Estado académico normal;SI;NO;NO
22;M;1;11;0;0;0;7,69;6,58;7,58;3;33;6;42;3,691944444;Estado académico normal;NO;NO;NO
18;M;0;10;0;0;3,09;2,56;3,95;4,55;0;44;3;47;3,675227273;Estado académico normal;NO;NO;NO
20;F;0;8;0;0;0;2,56;5,26;4,55;0;37;6;43;3,602972973;Estado académico normal;NO;NO;NO
18;M;0;16;0;0;4,12;2,56;3,95;12,12;0;30;0;30;3,924;Estado académico normal;NO;NO;NO
22;M;17;24;0;0;13,4;30,77;36,84;7,58;6;117;6;129;3,810325203;Estado académico normal;SI;SI;NO
20;M;14;25;0;0;16,49;7,69;23,68;16,67;4;35;12;51;3,447179487;Estado académico normal;SI;SI;NO
20;M;14;13;0;0;9,28;23,08;22,37;9,09;33;21;26;80;1,738518519;Suspensión académica;SI;SI;SI
21;M;13;22;0;0;9,28;25,64;27,63;12,12;0;102;8;110;3,79627451;Estado académico normal;SI;NO;NO
19;M;11;23;0;0;11,34;15,38;21,05;18,18;0;10;15;25;3,318;Estado académico normal;SI;SI;NO
18;M;11;17;0;0;10,31;12,82;14,47;4,55;13;11;22;46;3,080416667;Advertencia académica;SI;SI;NO
29;M;11;21;0;0;8,25;23,08;21,05;15,15;8;123;17;148;3,400458015;Estado académico normal;SI;NO;NO
21;M;10;17;0;0;10,31;20,51;13,16;13,64;0;121;0;121;3,965206612;Estado académico normal;SI;SI;NO
21;M;9;22;0;0;5,15;23,08;18,42;18,18;16;113;12;141;3,556589147;Estado académico normal;SI;SI;NO
17;F;8;14;0;0;5,15;25,64;13,16;7,58;3;21;3;27;3,181666667;Estado académico normal;NO;NO;NO
20;M;8;12;0;0;7,22;15,38;11,84;9,09;13;96;15;124;3,712110092;Estado académico normal;SI;SI;NO
22;M;8;13;0;0;5,15;15,38;19,74;4,55;8;120;18;146;3,72015625;Estado académico normal;SI;SI;NO
28;M;8;16;0;0;8,25;5,13;15,79;15,15;0;9;0;9;4,78;Estado académico normal;SI;SI;SI
18;M;8;14;0;0;3,09;17,95;21,05;6,06;0;48;0;48;4,427916667;Estado académico normal;SI;NO;NO
21;M;7;18;0;0;5,15;12,82;19,74;10,61;5;115;6;126;3,6985;Estado académico normal;SI;NO;NO
24;M;7;17;0;0;3,09;20,51;19,74;7,58;13;147;4;164;3,81575;Estado académico normal;NO;NO;NO
18;M;7;17;0;0;10,31;5,13;9,21;18,18;3;8;25;36;3,713636364;Estado académico normal;NO;NO;SI
21;M;7;18;0;0;7,22;12,82;21,05;6,06;17;84;27;128;3,414851485;Advertencia académica;SI;NO;NO
19;F;6;10;0;0;0;17,95;14,47;6,06;0;90;0;90;4,385444444;Estado académico normal;SI;SI;NO
20;M;6;21;0;0;6,19;7,69;15,79;3,03;20;57;16;93;3,302727273;Estado académico normal;SI;SI;NO
19;M;6;18;0;0;11,34;0;14,47;12,12;9;1;6;16;2,247;Advertencia académica;SI;NO;SI
23;F;6;15;0;0;6,19;12,82;15,79;6,06;6;77;12;95;3,625180723;Advertencia académica;SI;SI;NO
19;F;5;8;0;0;6,19;2,56;11,84;3,03;12;51;9;72;3,508571429;Estado académico normal;SI;NO;NO
18;M;5;11;0;0;6,19;5,13;11,84;6,06;3;39;6;48;3,606190476;Estado académico normal;NO;SI;NO
18;M;4;5;0;0;4,12;10,26;1,32;6,06;0;15;0;15;4,731333333;Estado académico normal;SI;SI;NO
17;M;4;10;0;0;1,03;20,51;6,58;6,06;0;15;0;15;3,455333333;Estado académico normal;NO;SI;NO
18;F;4;15;0;0;4,12;7,69;14,47;7,58;0;45;0;45;4,101777778;Estado académico normal;SI;NO;NO
20;M;4;14;0;0;4,12;15,38;6,58;10,61;10;6;0;16;2,3575;Advertencia académica;NO;SI;NO
17;M;3;7;0;0;4,12;10,26;3,95;3,03;0;15;0;15;3,918;Estado académico normal;SI;SI;NO
23;M;3;17;0;0;3,09;15,38;6,58;13,64;0;54;0;54;3,483333333;Estado académico normal;NO;SI;NO
20;M;3;19;0;0;4,12;5,13;10,53;16,67;0;7;31;38;4,145714286;Estado académico normal;NO;NO;NO
18;M;3;12;0;0;4,12;5,13;6,58;10,61;17;12;13;42;2,451724138;Segunda suspensión académica;SI;SI;NO
19;M;3;6;0;0;2,06;0;3,95;10,61;8;19;3;30;2,933703704;Advertencia académica;NO;NO;NO
22;F;3;14;0;0;3,09;5,13;11,84;9,09;24;68;21;113;3,231521739;Advertencia académica;SI;NO;NO
19;M;3;15;0;0;5,15;12,82;13,16;1,52;0;57;4;61;4,274561404;Estado académico normal;SI;NO;NO
18;M;3;8;0;0;1,03;2,56;9,21;7,58;6;6;3;15;2,716666667;Advertencia académica;SI;NO;SI
19;M;3;5;0;0;0;0;0;0;0;49;0;49;4,391020408;Estado académico normal;SI;SI;NO
20;M;3;16;0;0;6,19;10,26;10,53;6,06;16;11;17;44;2,79;Primer reingreso;SI;NO;NO
22;M;2;11;0;0;4,12;2,56;3,95;10,61;6;7;3;16;2,739230769;Advertencia académica;NO;SI;SI
18;M;2;14;0;0;4,12;5,13;13,16;3,03;0;15;0;15;4,008666667;Estado académico normal;SI;SI;NO
18;M;2;9;0;0;4,12;2,56;6,58;4,55;6;11;12;29;3,111176471;Estado académico normal;NO;NO;NO
18;M;2;12;0;0;4,12;5,13;2,63;12,12;12;4;15;31;1,625625;Suspensión académica;SI;NO;SI
22;M;2;10;0;0;2,06;7,69;17,11;3,03;0;144;0;144;3,986597222;Estado académico normal;SI;SI;NO
19;M;1;6;0;0;2,06;5,13;3,95;1,52;0;48;0;48;3,523125;Estado académico normal;NO;NO;NO
19;M;1;5;0;0;7,22;12,82;17,11;0;0;15;0;15;3,866666667;Estado académico normal;NO;SI;NO
17;M;1;12;0;0;6,19;2,56;6,58;3,03;8;0;7;15;1,895;Advertencia académica;NO;SI;NO
17;M;1;12;0;0;3,09;7,69;5,26;6,06;6;7;0;13;2,988461538;Advertencia académica;NO;NO;SI
17;M;1;12;0;1;3,09;5,13;2,63;10,61;1;7;0;8;3,50875;Estado académico normal;SI;SI;NO
17;M;1;11;0;0;5,15;2,56;5,26;4,55;0;15;0;15;3,743333333;Estado académico normal;SI;SI;NO
18;F;0;3;0;0;0;0;1,32;3,03;9;3;3;15;2,964166667;Advertencia académica;NO;SI;SI
20;M;0;11;0;0;3,09;2,56;5,26;4,55;21;17;15;53;2,738157895;Primer reingreso;NO;SI;NO
19;F;0;4;0;0;0;0;3,95;1,52;3;4;24;31;2,942857143;Estado académico normal;SI;SI;NO
18;F;0;2;0;0;2,06;7,69;14,47;1,52;0;32;0;32;4,49375;Estado académico normal;NO;NO;NO
19;M;0;5;0;0;1,03;0;2,63;3,03;12;21;21;54;3,17030303;Advertencia académica;NO;NO;NO
20;M;0;10;0;0;4,12;2,56;2,63;4,55;13;3;9;25;2,39375;Advertencia académica;NO;NO;SI
18;F;0;9;0;0;3,09;5,13;2,63;3,03;9;31;15;55;3,3105;Advertencia académica;NO;NO;NO
19;M;0;8;0;0;2,06;0;6,58;1,52;21;27;6;54;3,153333333;Advertencia académica;SI;NO;NO
21;F;16;23;0;0;19,59;23,08;19,74;18,18;6;46;43;95;3,367115385;Advertencia académica;SI;SI;SI
21;F;14;17;0;0;14,43;33,33;18,42;6,06;8;103;18;129;3,789279279;Estado académico normal;SI;SI;NO
24;M;13;29;0;0;17,53;20,51;19,74;22,73;14;32;39;85;2,980652174;Estado académico normal;SI;SI;NO
22;M;13;19;0;0;10,31;25,64;19,74;15,15;20;133;6;159;3,647647059;Estado académico normal;SI;SI;NO
23;M;12;16;0;0;12,37;25,64;18,42;6,06;44;68;76;188;2,789553571;Suspensión académica;SI;SI;SI
19;M;12;9;0;0;9,28;23,08;15,79;4,55;7;86;0;93;4,009139785;Estado académico normal;SI;SI;NO
20;M;11;23;0;0;10,31;23,08;18,42;18,18;6;21;18;45;3,445925926;Estado académico normal;SI;SI;NO
18;F;11;22;0;0;17,53;15,38;21,05;7,58;9;37;0;46;3,423043478;Estado académico normal;SI;SI;NO
19;M;10;20;0;0;11,34;12,82;17,11;16,67;0;27;3;30;3,52037037;Estado académico normal;NO;NO;NO
19;F;10;12;0;0;13,4;7,69;17,11;4,55;18;60;15;93;3,428846154;Estado académico normal;SI;SI;NO
18;M;8;16;0;0;10,31;15,38;17,11;4,55;14;59;3;76;3,397945205;Estado académico normal;SI;NO;NO
20;M;8;12;0;0;8,25;15,38;14,47;4,55;0;119;0;119;4,426554622;Estado académico normal;SI;SI;NO
19;M;8;10;0;0;2,06;12,82;22,37;3,03;5;76;12;93;3,814814815;Estado académico normal;SI;SI;NO
19;F;8;14;0;0;9,28;17,95;14,47;4,55;14;58;16;88;3,555555556;Advertencia académica;NO;SI;NO
18;M;7;20;0;0;10,31;17,95;13,16;10,61;0;16;0;16;4,56375;Estado académico normal;SI;SI;SI
19;M;7;15;0;0;6,19;20,51;3,95;18,18;0;30;0;30;4,407;Estado académico normal;NO;NO;NO
18;M;7;17;0;1;14,43;15,38;9,21;6,06;3;6;6;15;3,726666667;Estado académico normal;NO;NO;NO
21;M;7;14;0;0;6,19;7,69;19,74;6,06;12;143;0;155;3,896129032;Estado académico normal;SI;SI;NO
22;M;7;14;0;0;3,09;12,82;17,11;10,61;33;162;11;206;3,684;Estado académico normal;NO;SI;SI
21;M;7;15;0;0;5,15;7,69;17,11;12,12;11;127;3;141;3,73557971;Estado académico normal;SI;SI;NO
21;F;6;9;0;0;2,06;7,69;14,47;1,52;6;38;3;47;3,411363636;Advertencia académica;SI;SI;NO
19;M;6;23;0;0;10,31;17,95;13,16;12,12;15;0;0;15;1,006666667;Advertencia académica;NO;NO;SI
20;M;6;11;0;0;3,09;7,69;18,42;4,55;11;102;16;129;3,586902655;Estado académico normal;SI;SI;NO
18;M;6;16;0;0;5,15;5,13;17,11;12,12;3;39;3;45;3,562142857;Estado académico normal;SI;SI;NO
19;M;6;10;0;0;0;15,38;18,42;3,03;3;3;9;15;3,178333333;Estado académico normal;SI;SI;SI
18;F;6;10;0;0;0;7,69;19,74;6,06;0;51;0;51;4,744313725;Estado académico normal;SI;SI;NO
18;F;6;9;0;0;8,25;5,13;13,16;1,52;0;44;3;47;3,958409091;Estado académico normal;SI;NO;NO
19;M;6;11;0;0;6,19;15,38;13,16;1,52;0;82;0;82;4,090243902;Estado académico normal;SI;NO;NO
19;M;5;11;0;0;5,15;7,69;10,53;7,58;6;37;6;49;3,431627907;Advertencia académica;SI;NO;NO
19;M;5;17;0;0;7,22;10,26;7,89;15,15;0;45;0;45;3,957333333;Estado académico normal;SI;NO;NO
18;F;5;20;0;0;9,28;15,38;13,16;7,58;3;45;0;48;3,819375;Estado académico normal;SI;SI;NO
21;M;5;14;0;0;5,15;12,82;14,47;10,61;3;113;7;123;3,952672414;Estado académico normal;SI;SI;NO
18;M;5;19;0;0;7,22;5,13;19,74;7,58;0;48;0;48;4,011666667;Estado académico normal;SI;SI;NO
18;M;5;17;0;0;9,28;17,95;3,95;12,12;6;33;8;47;4,124871795;Advertencia académica;SI;SI;NO
19;M;5;15;0;0;4,12;12,82;13,16;9,09;0;119;0;119;4,519243697;Estado académico normal;SI;NO;NO
19;M;5;10;0;0;4,12;10,26;9,21;7,58;9;41;0;50;3,4392;Estado académico normal;SI;NO;NO
19;M;4;16;0;0;6,19;20,51;6,58;7,58;3;34;12;49;3,534594595;Estado académico normal;NO;NO;NO
19;M;4;18;0;0;7,22;15,38;9,21;9,09;0;61;5;66;3,970655738;Estado académico normal;NO;NO;NO
18;F;4;12;0;0;8,25;7,69;9,21;3,03;6;36;9;51;3,266190476;Estado académico normal;SI;NO;NO
19;F;4;10;0;0;1,03;10,26;9,21;9,09;0;43;3;46;3,661860465;Estado académico normal;NO;NO;NO
18;M;3;20;0;0;3,09;5,13;9,21;21,21;7;4;31;42;2,361818182;Advertencia académica;NO;NO;NO
22;M;3;15;0;0;12,37;0;3,95;9,09;0;44;0;44;4,125;Estado académico normal;NO;NO;SI
21;M;3;16;0;0;7,22;7,69;2,63;15,15;3;4;6;13;3,094285714;Estado académico normal;NO;NO;SI
21;M;3;8;0;0;2,06;2,56;11,84;3,03;22;76;24;122;3,411428571;Estado académico normal;SI;NO;NO
18;F;2;12;0;0;1,03;7,69;10,53;6,06;9;40;0;49;3,263673469;Advertencia académica;NO;SI;NO
19;M;2;10;0;0;3,09;12,82;3,95;4,55;0;49;0;49;4,241836735;Estado académico normal;NO;NO;NO
18;M;1;10;0;0;2,06;5,13;5,26;6,06;9;6;0;15;2,641333333;Advertencia académica;NO;SI;SI
18;F;1;8;0;0;2,06;5,13;3,95;4,55;0;15;0;15;4,22;Estado académico normal;SI;NO;NO
19;M;1;13;0;0;4,12;5,13;5,26;7,58;3;3;9;15;3,29;Estado académico normal;NO;SI;NO
18;M;1;7;0;0;1,03;2,56;5,26;4,55;3;4;9;16;3,272857143;Estado académico normal;SI;SI;SI
17;M;1;11;0;0;4,12;5,13;3,95;6,06;6;3;6;15;2,658888889;Advertencia académica;NO;SI;NO
18;F;1;12;0;0;4,12;0;9,21;4,55;22;6;8;36;2,199285714;Suspensión académica;SI;SI;NO
19;M;1;15;0;1;4,12;7,69;5,26;9,09;8;15;7;30;2,777826087;Advertencia académica;NO;SI;SI
17;M;0;5;0;0;0;0;5,26;1,52;3;3;9;15;3,018333333;Estado académico normal;NO;SI;NO
20;M;0;7;0;0;0;5,13;3,95;3,03;0;54;0;54;4,035925926;Estado académico normal;NO;SI;NO
20;F;8;22;0;0;11,34;7,69;17,11;16,67;15;82;11;108;3,525979381;Estado académico normal;NO;SI;NO
21;M;20;34;0;0;19,59;35,9;31,58;25,76;9;11;58;78;2,3975;Suspensión académica;SI;SI;NO
